GeneSymbol	Geneid	Chromosome	logFC_RNA	Fold FC	logCPM	PValue	FDR_RNA	K1ControlOE_1	K1ControlOE_2	K1ControlOE_3	Foxk1OE_1	Foxk1OE_2	Foxk1OE_3
Slc16a11	ENSMUSG00000040938.16	chr11	-1.450730641	0.366	1.122515522	6.75E-12	2.16E-10	1.649261158	1.08458942	0.855266376	0.335423335	0.548796161	0.429756459
Arhgef10	ENSMUSG00000071176.10	chr8	-0.543333266	0.686	5.381856321	6.81E-12	2.17E-10	5.343493721	5.119263045	5.564855303	3.400873039	3.744842163	3.938436528
Eaf1	ENSMUSG00000021890.5	chr14	0.52223458	1.436	5.84251668	7.04E-12	2.25E-10	10.555632	11.68345674	10.88667791	15.62798302	15.82769862	16.47667276
Ypel4	ENSMUSG00000034059.13	chr2	-1.757916237	0.296	0.611955768	7.23E-12	2.30E-10	1.040274195	0.68438602	0.81525382	0.307241488	0.268099731	0.179953765
Nav1	ENSMUSG00000009418.15	chr1	-0.624939391	0.648	4.310135675	7.75E-12	2.47E-10	1.269576985	1.370772658	1.505656439	0.900462777	0.891052381	0.918282243
Col5a1	ENSMUSG00000026837.15	chr2	-0.468205001	0.723	8.463081315	7.80E-12	2.48E-10	48.27612725	45.66435509	50.23334292	34.00449869	35.86019541	35.17066212
Cldn12	ENSMUSG00000046798.14	chr5	0.534439578	1.448	5.535670517	7.95E-12	2.53E-10	8.78984126	8.803791635	9.085288455	12.79029551	12.84602272	13.31388297
Mgp	ENSMUSG00000030218.2	chr6	-0.77091013	0.586	3.253951494	8.07E-12	2.56E-10	10.87045893	8.945654552	10.23346156	7.307325935	5.904066533	4.57937945
Lsm4	ENSMUSG00000031848.15	chr8	0.519112601	1.433	5.862665067	8.28E-12	2.63E-10	46.94961927	43.58767745	46.70705377	61.89820798	70.02339917	66.31510048
Adamts10	ENSMUSG00000024299.16	chr17	-0.70755207	0.612	3.649783189	8.30E-12	2.64E-10	3.119165495	2.264765783	3.087379523	1.875391974	1.560584718	1.811549965
Aars	ENSMUSG00000031960.14	chr8	0.464172439	1.38	9.011442206	8.43E-12	2.67E-10	44.16838598	47.89204182	47.53129589	63.49237692	66.69013618	63.90013469
Gprin3	ENSMUSG00000045441.5	chr6	-0.662616642	0.632	3.978604338	8.47E-12	2.69E-10	2.621519638	1.868507346	2.395828509	1.560222308	1.326637368	1.510522085
Mxd1	ENSMUSG00000001156.9	chr6	-0.588987049	0.665	4.664192523	8.50E-12	2.69E-10	4.169328476	4.186201533	4.489959692	2.755835657	2.937512822	2.911910218
Abca8b	ENSMUSG00000020620.14	chr11	-0.681350802	0.624	3.824527038	8.51E-12	2.69E-10	2.470940084	2.347861648	2.181888521	1.6878373	1.267804576	1.450480085
Klb	ENSMUSG00000029195.10	chr5	0.534601837	1.449	5.534637717	8.52E-12	2.70E-10	7.689022559	9.336990067	7.776614612	12.57041163	11.79648921	11.81139486
Slc25a19	ENSMUSG00000020744.13	chr11	0.499965556	1.414	6.417002985	8.61E-12	2.72E-10	17.05789061	18.04666592	17.33548353	24.01807291	26.39673119	24.30278721
Acadsb	ENSMUSG00000030861.15	chr7	-0.472333993	0.721	7.882891334	8.73E-12	2.76E-10	39.18538031	38.53710583	36.46780579	28.0127544	26.56653709	28.37203344
Hmox1	ENSMUSG00000005413.7	chr8	0.468462813	1.384	8.261489252	9.14E-12	2.89E-10	111.9430782	129.6253746	114.2949639	161.0966026	161.1540271	173.9961654
Tnxb	ENSMUSG00000033327.16	chr17	-0.596508069	0.661	4.581186688	9.23E-12	2.91E-10	2.380124315	2.108141629	2.54405734	1.723481556	1.435032962	1.536874361
Ppargc1b	ENSMUSG00000033871.14	chr18	0.602716187	1.519	4.521321313	9.38E-12	2.96E-10	4.26285951	4.888648633	4.419707543	6.937641128	6.988053571	6.824782859
Setd7	ENSMUSG00000037111.9	chr3	-0.522345216	0.696	5.743424614	9.64E-12	3.04E-10	6.010917055	5.406401086	6.02092805	4.099947704	3.87946414	4.263304894
Pnpla2	ENSMUSG00000025509.15	chr7	-0.456680147	0.729	11.53006337	9.67E-12	3.05E-10	1125.31659	1086.939319	1173.290028	808.9621299	863.6008124	813.6105231
Eya1	ENSMUSG00000025932.14	chr1	-0.776477555	0.584	3.184423824	9.77E-12	3.07E-10	1.522819014	1.507770986	1.337379621	0.946310078	0.859090507	0.763113361
Fam171a2	ENSMUSG00000034685.4	chr11	-0.879845139	0.543	2.678514887	9.78E-12	3.08E-10	2.393293126	2.442325679	3.023404994	1.150147689	1.733334203	1.40762808
Ethe1	ENSMUSG00000064254.6	chr7	0.765036577	1.699	3.284729891	9.93E-12	3.12E-10	4.239663019	5.055387737	5.026116713	8.045724278	8.77027827	7.6779734
Ifnar1	ENSMUSG00000022967.12	chr16	-0.500001042	0.707	6.34621218	9.99E-12	3.14E-10	17.09586686	14.91074465	16.41169452	11.92148536	11.77586033	10.81070771
Abcg2	ENSMUSG00000029802.13	chr6	-0.637380937	0.643	4.176435238	1.01E-11	3.18E-10	2.622467791	2.590649518	2.829494724	1.884771204	1.663894456	1.666786277
Gpc1	ENSMUSG00000034220.7	chr1	-0.589819178	0.664	4.623294999	1.07E-11	3.35E-10	5.394959735	5.738479791	5.989642479	4.255126858	3.997657787	3.211572607
Kcmf1	ENSMUSG00000055239.10	chr6	0.47807302	1.393	7.320928608	1.07E-11	3.35E-10	19.26233391	22.22602371	21.58027775	28.61214082	30.20103053	29.71550832
Rangrf	ENSMUSG00000032892.14	chr11	0.771587488	1.707	3.222607114	1.12E-11	3.50E-10	5.588216862	4.547611931	5.793698603	8.818177722	8.993881291	9.678994671
Mmp9	ENSMUSG00000017737.2	chr2	-2.164572243	0.223	0.127786255	1.17E-11	3.66E-10	0.451984899	0.32613278	0.602168264	0.060516473	0.099012814	0.147687401
Azin1	ENSMUSG00000037458.14	chr15	0.486386328	1.401	6.817843383	1.17E-11	3.67E-10	15.74502318	15.14275951	14.11652353	21.53364251	21.07242251	20.92843768
Msrb2	ENSMUSG00000023094.14	chr2	-1.217694648	0.43	1.587481802	1.20E-11	3.76E-10	3.29130567	2.807927445	2.785716975	1.205374326	1.199648253	1.44235999
Creb3l2	ENSMUSG00000038648.5	chr6	-0.529227345	0.693	5.53995721	1.21E-11	3.77E-10	7.621205147	7.099744484	7.80535291	5.241714991	4.880024079	5.619212586
Lats2	ENSMUSG00000021959.15	chr14	-0.555520667	0.68	5.063765272	1.25E-11	3.89E-10	5.614463615	5.199596135	5.449513536	3.687744872	3.660276407	3.807451169
Pkia	ENSMUSG00000027499.12	chr3	-0.831595797	0.562	2.90552044	1.27E-11	3.98E-10	2.66524113	2.512466986	2.462675622	1.554025958	1.520171897	1.25012761
Topaz1	ENSMUSG00000094985.1	chr9	-2.818838283	0.142	-0.439300599	1.28E-11	3.99E-10	0.171685738	0.267118433	0.246602386	0.032325589	0.030222208	0.031555587
Calu	ENSMUSG00000029767.16	chr6	-0.460844718	0.727	8.810070002	1.31E-11	4.08E-10	113.4075377	111.1981816	108.587403	81.45541339	79.3865062	83.13556911
Kdm3a	ENSMUSG00000053470.13	chr6	0.491943878	1.406	6.524285269	1.40E-11	4.38E-10	9.198769178	10.17365755	8.381790551	13.05186742	12.28780578	13.98647091
Cln8	ENSMUSG00000026317.7	chr8	0.521881907	1.436	5.667213689	1.42E-11	4.41E-10	5.117404793	5.546334714	5.673709978	7.96160207	8.042458175	7.634520198
Arhgap22	ENSMUSG00000063506.13	chr14	-1.099258683	0.467	1.900779074	1.42E-11	4.42E-10	1.155523415	1.131552851	1.553220485	0.53873479	0.581169309	0.687718042
Ckap2l	ENSMUSG00000048327.6	chr2	1.038302627	2.054	2.106688958	1.43E-11	4.44E-10	0.951824196	0.846229834	0.798218472	2.201756945	1.659559191	1.532841744
Plekho2	ENSMUSG00000050721.8	chr9	-0.653485176	0.636	3.994953276	1.46E-11	4.52E-10	5.607394754	5.363373709	6.759366377	3.781164912	3.366790266	4.234375229
Tlr3	ENSMUSG00000031639.12	chr8	-0.748782975	0.595	3.324152138	1.47E-11	4.58E-10	2.785252411	2.493675622	1.892877832	1.511554952	1.567017884	1.214567912
Palld	ENSMUSG00000058056.16	chr8	-0.599098288	0.66	4.474366011	1.49E-11	4.61E-10	2.771642659	2.377448392	2.603794121	1.815598573	1.736370364	1.609842895
Chst12	ENSMUSG00000036599.10	chr5	-0.553417209	0.681	5.064368907	1.51E-11	4.67E-10	17.04316666	15.44124111	17.77398293	11.78738948	11.61380665	11.13043409
Zfp799	ENSMUSG00000095253.4	chr17	-0.742948192	0.598	3.354913539	1.52E-11	4.71E-10	2.197263701	1.980306141	1.786468686	1.342324034	1.098108269	1.154745619
Cd9	ENSMUSG00000030342.8	chr6	-0.498722593	0.708	6.240080513	1.52E-11	4.72E-10	44.65870254	39.78094732	44.88391075	30.17628488	30.63728979	31.45199736
Cand2	ENSMUSG00000030319.8	chr6	-0.930228024	0.525	2.4535508	1.54E-11	4.77E-10	1.256516366	1.201835637	1.411242489	0.577087147	0.759009524	0.706563075
Gmip	ENSMUSG00000036246.14	chr8	0.615767197	1.532	4.340622165	1.55E-11	4.79E-10	2.32406966	3.118292259	3.109094964	4.166088321	4.255655532	4.772901947
Ppic	ENSMUSG00000024538.7	chr18	-0.494690009	0.71	6.363264436	1.59E-11	4.91E-10	78.52758447	70.72293309	74.40528735	56.49799846	50.52515448	52.99814065
Krtcap2	ENSMUSG00000042747.12	chr3	0.499858725	1.414	6.179093713	1.66E-11	5.12E-10	39.27120186	37.46168532	40.81523793	54.42141689	56.24130433	56.90256801
Steap2	ENSMUSG00000015653.13	chr5	-0.602396725	0.659	4.420382818	1.73E-11	5.35E-10	2.226021903	2.076656653	2.035610379	1.490215668	1.224245784	1.497757476
Chn1	ENSMUSG00000056486.17	chr2	0.73299205	1.662	3.410604676	1.77E-11	5.46E-10	1.419495493	1.570013089	1.584017894	2.809235615	2.597259872	2.254795727
Cir1	ENSMUSG00000041777.11	chr2	-0.532647946	0.691	5.38788808	1.77E-11	5.47E-10	15.73075326	15.54622516	15.515888	11.50838366	9.777086653	11.33352367
Fyco1	ENSMUSG00000025241.15	chr9	-0.505433252	0.704	5.976145075	1.90E-11	5.87E-10	8.386382258	8.756751827	8.355098581	6.342366653	5.328032345	6.438941976
Bnc2	ENSMUSG00000028487.18	chr4	-0.984422345	0.505	2.263294772	1.95E-11	6.02E-10	0.874084457	0.58598767	0.827765882	0.425767891	0.324575072	0.422020272
Cyth1	ENSMUSG00000017132.17	chr11	0.521400974	1.435	5.605037522	2.00E-11	6.17E-10	10.19959192	11.23149514	9.072752038	14.38297195	14.72898828	14.97728379
Arap1	ENSMUSG00000032812.17	chr7	-0.590746091	0.664	4.514094285	2.02E-11	6.20E-10	3.046442958	3.200293875	3.581206195	2.082294055	2.235217205	2.25854827
H2-M10.1	ENSMUSG00000024448.14	chr17	6.634626612	99.362	-1.172941216	2.06E-11	6.34E-10	0	0	0	0.307270875	0.610464022	0.487421396
Prss32	ENSMUSG00000048992.8	chr17	-6.643376289	0.01	-1.229927423	2.06E-11	6.34E-10	0.261796163	0.377801607	0.435980664	0	0	0
Rpl30	ENSMUSG00000058600.13	chr15	0.45335677	1.369	9.388603123	2.11E-11	6.49E-10	191.0661793	179.6628659	189.0092825	265.4404218	252.9754822	253.9601543
Mpc1	ENSMUSG00000023861.17	chr17	0.519758279	1.434	5.617051282	2.13E-11	6.53E-10	19.4632831	20.17881568	18.06601683	27.79963873	27.98634485	27.56421479
Ptk2b	ENSMUSG00000059456.13	chr14	-0.556092753	0.68	4.954441006	2.14E-11	6.55E-10	5.045067086	4.94561096	4.897032883	3.408794053	3.383215046	3.412375493
Sec23b	ENSMUSG00000027429.16	chr2	0.504589882	1.419	5.974194442	2.14E-11	6.57E-10	8.130705322	8.388070928	8.065074999	11.26572922	11.54941359	12.33265494
Txndc5	ENSMUSG00000038991.16	chr13	-0.467133089	0.723	7.520162491	2.27E-11	6.96E-10	50.24256981	47.62552724	50.21509244	35.88979937	34.18342862	37.90481677
Rmdn3	ENSMUSG00000070730.11	chr2	0.481615319	1.396	6.7261761	2.29E-11	6.99E-10	24.31546281	25.73011059	24.49198112	34.37765571	36.42901335	34.06119499
Gm5627	ENSMUSG00000093812.1	chr9	1.177478521	2.262	1.686239447	2.33E-11	7.12E-10	1.489041835	2.727394842	1.888437837	4.370771421	4.140139459	5.333323594
Oaf	ENSMUSG00000032014.5	chr9	-0.551065476	0.683	5.005412839	2.40E-11	7.34E-10	15.71887894	14.7897938	17.17887965	10.13440593	11.61313216	11.05302281
Fzd4	ENSMUSG00000049791.4	chr7	-0.492193512	0.711	6.284785918	2.45E-11	7.46E-10	14.82938911	12.40060687	13.27164068	9.51325717	9.817932985	9.691093414
Rnf144b	ENSMUSG00000038068.14	chr13	-0.53453385	0.69	5.270774632	2.55E-11	7.77E-10	10.43892215	9.343627717	9.261589075	6.62715656	6.537193127	7.048304129
Pdia4	ENSMUSG00000025823.9	chr6	-0.462650306	0.726	7.780002142	2.56E-11	7.79E-10	108.8830867	102.1397431	106.2427632	77.62355222	76.49554424	77.90965347
Tspan17	ENSMUSG00000025875.14	chr13	-0.503093205	0.706	5.93608116	2.57E-11	7.82E-10	42.57165837	40.7481947	46.04250501	28.53201072	33.41231328	30.02883271
Smurf1	ENSMUSG00000038780.14	chr5	0.470080473	1.385	7.246935595	2.60E-11	7.91E-10	18.62299291	21.03070268	20.34879197	27.31180273	28.25245993	28.19557141
Sdc4	ENSMUSG00000017009.3	chr2	0.499725747	1.414	6.041261115	2.70E-11	8.21E-10	20.97596787	22.47645145	20.41546646	29.93472189	29.61817082	31.43792191
Frk	ENSMUSG00000019779.14	chr10	-0.872741378	0.546	2.659600503	2.71E-11	8.24E-10	1.755454468	1.683535602	1.598638164	0.959493164	0.834474679	0.980202419
Npdc1	ENSMUSG00000015094.16	chr2	-0.483725513	0.715	6.531923032	2.73E-11	8.28E-10	26.86433458	27.21462825	28.43886469	18.53269746	21.4021872	19.52302289
Alms1	ENSMUSG00000063810.6	chr6	-0.745815278	0.596	3.276348146	2.76E-11	8.39E-10	0.593502697	0.657663363	0.660806737	0.400159808	0.344935147	0.404479985
Adh5	ENSMUSG00000028138.8	chr3	0.468613667	1.384	7.27726292	2.82E-11	8.54E-10	23.62290826	24.07395429	24.13614109	33.31521106	33.42448556	33.43978114
Synj2	ENSMUSG00000023805.16	chr17	0.535846228	1.45	5.245158943	2.82E-11	8.56E-10	3.5281913	3.825603579	3.691442325	5.314401165	5.436657053	5.382040839
Pkp2	ENSMUSG00000041957.15	chr16	0.589672512	1.505	4.510323401	2.84E-11	8.59E-10	3.183232947	3.585291431	3.309922905	4.634974768	5.519460344	5.10964241
Fa2h	ENSMUSG00000033579.16	chr8	2.484446064	5.596	-0.116714946	2.86E-11	8.64E-10	0.088628909	0.057555713	0.088558572	0.48059596	0.44932425	0.43439637
Lama2	ENSMUSG00000019899.15	chr10	-0.900038341	0.536	2.518305626	2.93E-11	8.85E-10	0.437309729	0.430929235	0.479354576	0.24906281	0.235920543	0.24313009
Sema3a	ENSMUSG00000028883.17	chr5	-0.622933343	0.649	4.167097557	3.00E-11	9.06E-10	1.599420765	1.552172619	1.529000662	1.192995567	0.920450152	0.953521958
Ackr3	ENSMUSG00000044337.5	chr1	-1.860913646	0.275	0.414746267	3.06E-11	9.23E-10	0.589249886	0.603292067	0.556956183	0.111945534	0.164467906	0.202946662
Plekhh3	ENSMUSG00000035172.15	chr11	0.500331602	1.415	5.980126716	3.10E-11	9.36E-10	13.33723062	14.14535834	16.00387403	17.5035241	23.39396298	21.08464417
Hexa	ENSMUSG00000025232.7	chr9	-0.469760082	0.722	7.135684799	3.11E-11	9.38E-10	90.34236991	83.45399464	87.81393963	64.50871927	64.63259194	61.23456199
Matn2	ENSMUSG00000022324.14	chr15	-0.471247494	0.721	7.046382038	3.13E-11	9.44E-10	43.55711903	42.19874182	42.3032659	30.9625789	30.97368028	31.15863693
Pik3r3	ENSMUSG00000028698.13	chr4	-0.54848079	0.684	4.99729476	3.16E-11	9.52E-10	7.193055393	7.360644545	6.815414262	4.849082255	4.590228719	5.285826825
Rprml	ENSMUSG00000046215.3	chr11	-1.686477824	0.311	0.629034466	3.18E-11	9.58E-10	2.217232058	2.456926141	1.951725718	0.31807099	0.792998809	0.931483448
Rpl23a-ps3	ENSMUSG00000078126.3	chr14	0.57470874	1.489	4.655589459	3.18E-11	9.58E-10	35.78814668	39.07159533	42.08248227	57.91697305	57.45962917	60.19807425
Pip5k1c	ENSMUSG00000034902.17	chr10	-0.509283058	0.703	5.719546481	3.24E-11	9.75E-10	10.32884094	10.20234118	11.71532545	7.391218564	8.124604944	7.315495658
Klf6	ENSMUSG00000000078.6	chr13	-0.475979179	0.719	6.768113109	3.43E-11	1.03E-09	30.54756246	28.82038547	30.46015043	22.06685059	21.4381878	21.59079134
Zc3hav1l	ENSMUSG00000047749.2	chr6	-0.813985182	0.569	2.898611408	3.45E-11	1.04E-09	1.582606405	1.138997278	1.573199139	0.753650458	0.896081981	0.815665585
2510009E07Rik	ENSMUSG00000043391.9	chr16	-0.75608714	0.592	3.209626209	3.47E-11	1.04E-09	2.354137611	2.179181468	2.145929924	1.627824581	1.20201359	1.163953464
Ncoa4	ENSMUSG00000056234.14	chr14	-0.466637038	0.724	7.259499958	3.51E-11	1.05E-09	46.27699973	35.19327617	37.83947868	30.13839318	27.60388866	29.2796111
Smim3	ENSMUSG00000038059.6	chr18	-1.571875834	0.336	0.822031023	3.56E-11	1.07E-09	0.96748461	0.930793474	1.879727117	0.350829309	0.555079181	0.368816531
Rbpjl	ENSMUSG00000017007.9	chr2	-3.606885836	0.082	-0.770711645	3.60E-11	1.08E-09	0.167436276	0.090611088	0.213776562	0.018681769	0.017466172	0
Gjc1	ENSMUSG00000034520.14	chr11	-0.584634025	0.667	4.49831372	3.67E-11	1.10E-09	5.893562059	5.098433813	5.164754351	3.520947735	3.712080048	3.625124968
Diaph1	ENSMUSG00000024456.16	chr18	-0.500556404	0.707	5.898686093	3.71E-11	1.11E-09	11.02719799	11.02474138	10.88397288	8.057898755	8.102154774	7.297036683
Gramd4	ENSMUSG00000035900.18	chr15	-0.507259823	0.704	5.72954441	3.77E-11	1.12E-09	11.110152	10.84315042	11.45542915	7.58839563	7.849951049	8.252616509
P4ha2	ENSMUSG00000018906.14	chr11	0.506299288	1.42	5.775474087	3.84E-11	1.15E-09	6.913799304	7.834538949	6.874155139	10.00639743	10.16565942	10.76495336
Jade1	ENSMUSG00000025764.14	chr3	0.462284791	1.378	7.483655041	3.86E-11	1.15E-09	17.86304605	18.07659677	16.98936352	24.81012398	23.83828939	24.84077737
Ccnd2	ENSMUSG00000000184.12	chr6	-0.45340031	0.73	8.307125467	3.86E-11	1.15E-09	39.15209057	39.21084985	37.90361865	29.43128546	27.58007549	28.56357841
Itga2b	ENSMUSG00000034664.13	chr11	-0.788216896	0.579	3.023375973	3.99E-11	1.19E-09	1.837917226	1.640066976	2.109973749	1.187857708	1.064674327	1.015815282
Tln1	ENSMUSG00000028465.16	chr4	-0.461630696	0.726	7.480111752	4.07E-11	1.21E-09	21.46692922	19.80754345	21.7814801	15.07762287	15.22018044	15.85435325
H2afz	ENSMUSG00000037894.13	chr3	0.475558091	1.39	6.70579626	4.13E-11	1.23E-09	48.12533808	48.3509475	50.2170188	69.12820446	69.02711937	67.4226997
2810417H13Rik	ENSMUSG00000040204.6	chr9	1.002434228	2.003	2.146557551	4.13E-11	1.23E-09	0.653611045	0.479611015	0.630953609	1.179191085	1.227269869	1.172821461
B4galnt1	ENSMUSG00000006731.9	chr10	-1.316262246	0.402	1.299764354	4.14E-11	1.23E-09	1.443970564	1.119661026	1.528963394	0.519404526	0.485607597	0.654916616
Fbxl13	ENSMUSG00000048520.16	chr5	-1.589380083	0.332	0.778377151	4.18E-11	1.24E-09	0.529368303	0.403189819	0.411404148	0.157505276	0.147256628	0.144143881
Atp11a	ENSMUSG00000031441.15	chr8	-0.485174036	0.714	6.327283779	4.18E-11	1.24E-09	8.177197281	8.125868769	8.787094487	6.050480438	5.566993881	6.454804356
Ifi204	ENSMUSG00000073489.5	chr1	-0.546598868	0.685	4.971992971	4.32E-11	1.28E-09	10.88543201	10.14489085	10.18857796	7.111862484	6.775619211	7.66165408
Pld1	ENSMUSG00000027695.16	chr3	-0.697777627	0.617	3.527133027	4.45E-11	1.32E-09	1.032567481	1.148751826	1.093406271	0.694008764	0.560019846	0.782325038
Itgb3bp	ENSMUSG00000028549.17	chr4	0.507624827	1.422	5.692306617	4.53E-11	1.34E-09	8.621771318	9.431317124	9.40856062	12.87688519	13.20616081	13.25846744
Tlr4	ENSMUSG00000039005.13	chr4	-0.577730038	0.67	4.555918233	4.65E-11	1.37E-09	5.441317334	4.850646914	4.823298972	4.018537277	3.198453507	3.000906447
Vcl	ENSMUSG00000021823.9	chr14	-0.459107825	0.727	7.5557748	4.70E-11	1.39E-09	43.71375101	41.45261769	39.31828544	31.48622986	29.76295217	30.0065494
Rgma	ENSMUSG00000070509.15	chr7	0.503253805	1.417	5.78540619	4.73E-11	1.40E-09	7.847840534	8.389901063	8.283664074	11.18354581	12.41519093	11.41681417
Elovl4	ENSMUSG00000032262.13	chr9	2.697898746	6.489	-0.277825836	4.81E-11	1.42E-09	0.052861023	0.057213346	0.070425429	0.442349223	0.397023528	0.3799949
Farsb	ENSMUSG00000026245.16	chr1	0.486037123	1.401	6.259776655	4.82E-11	1.42E-09	24.25817901	25.28631921	23.12052055	34.53660127	34.92599812	33.07556301
Ski	ENSMUSG00000029050.15	chr4	-0.506132732	0.704	5.685936136	4.87E-11	1.43E-09	10.78461809	10.11622897	11.52319941	7.354557664	8.136008097	7.517665764
Spire1	ENSMUSG00000024533.15	chr18	0.685831352	1.609	3.61446933	4.89E-11	1.44E-09	1.575478995	1.9615331	1.821166508	2.771194008	2.687550763	3.219976095
Fam195a	ENSMUSG00000025732.5	chr17	0.468085144	1.383	6.980941281	4.89E-11	1.44E-09	120.4254864	128.5726927	138.6111829	165.2189091	191.5211171	183.6375732
Arhgap21	ENSMUSG00000036591.15	chr2	-0.501172341	0.707	5.803881277	4.90E-11	1.44E-09	7.355753989	6.946765405	6.786748428	4.920476898	5.032262154	5.062601764
Macf1	ENSMUSG00000028649.17	chr4	-0.469203344	0.722	6.896358141	5.03E-11	1.48E-09	5.250205369	5.17002084	5.064383673	3.797628655	3.505507704	3.971546571
Larp6	ENSMUSG00000034839.5	chr9	-2.022812744	0.246	0.197013857	5.05E-11	1.48E-09	0.721119677	0.662236669	0.698712618	0.241377643	0.164124753	0.10710363
Ap1s1	ENSMUSG00000004849.14	chr5	0.47102859	1.386	6.797301064	5.22E-11	1.53E-09	41.0931043	41.61468367	43.82371318	58.26767251	60.2154157	58.28269612
Rad21	ENSMUSG00000022314.9	chr15	0.452575032	1.368	8.031666364	5.35E-11	1.57E-09	60.89390373	62.76915815	59.44122148	83.04647613	82.87912965	86.60820292
Tmem41a	ENSMUSG00000022856.8	chr16	-0.656411518	0.634	3.800048105	5.38E-11	1.57E-09	13.02572363	11.0407585	13.21140112	7.446231444	8.287756592	8.114971691
Plaa	ENSMUSG00000028577.13	chr4	0.48063449	1.395	6.391413463	5.46E-11	1.60E-09	10.76151179	11.19062025	10.50482583	16.12659258	14.47105865	15.04459293
Gsto1	ENSMUSG00000025068.7	chr19	0.463030798	1.378	7.180913385	5.55E-11	1.62E-09	61.85346733	60.31901166	62.86017067	82.92472729	87.34722717	86.79225343
Lrrc59	ENSMUSG00000020869.8	chr11	0.447957326	1.364	8.496817284	5.77E-11	1.68E-09	98.06698546	97.70938616	101.2485288	132.2954851	140.5306853	135.5223038
Fancc	ENSMUSG00000021461.16	chr13	-0.982844652	0.506	2.166749983	5.81E-11	1.70E-09	0.730399341	0.614862051	0.871729071	0.387099333	0.323815391	0.424284698
Vegfa	ENSMUSG00000023951.16	chr17	0.443698024	1.36	9.245686682	5.89E-11	1.72E-09	113.3202752	122.0187204	122.6248376	157.2085438	165.0877869	168.4266821
Gnb1	ENSMUSG00000029064.15	chr4	0.448686734	1.365	8.341454448	6.03E-11	1.76E-09	62.26397677	66.41695591	63.28808912	85.9330733	88.32876597	89.78877699
Rnd3	ENSMUSG00000017144.8	chr2	-0.601648111	0.659	4.270255517	6.04E-11	1.76E-09	5.161082163	5.442789638	5.048797745	3.298048809	3.399700586	3.691208662
Pitpnc1	ENSMUSG00000040430.18	chr11	-1.639814835	0.321	0.66225619	6.05E-11	1.76E-09	0.314495905	0.40148563	0.314246317	0.137660791	0.105991031	0.086952856
Thyn1	ENSMUSG00000035443.9	chr9	0.530333898	1.444	5.185390616	6.12E-11	1.78E-09	30.52368548	33.33774166	28.55505141	43.77152109	44.05525969	46.59845505
Hgf	ENSMUSG00000028864.7	chr5	-1.145540906	0.452	1.670296405	6.12E-11	1.78E-09	0.667787875	0.530031575	0.578290189	0.320387399	0.271676029	0.218201661
Tmcc2	ENSMUSG00000042066.15	chr1	-0.83877552	0.559	2.745296311	6.17E-11	1.79E-09	1.583087959	1.257192591	1.619271403	0.827774348	0.756323311	0.93661108
Map3k5	ENSMUSG00000071369.10	chr10	-0.635305699	0.644	3.950454832	6.31E-11	1.83E-09	2.852429874	3.262385048	2.841658194	1.975118241	1.958515204	1.869644196
Rab44	ENSMUSG00000064147.6	chr17	2.279797372	4.856	-0.010129007	6.32E-11	1.83E-09	0.064880934	0.056178336	0.090761222	0.247577768	0.389841225	0.419760733
Uxs1	ENSMUSG00000057363.12	chr1	0.489734695	1.404	6.048413203	6.38E-11	1.85E-09	10.79563758	10.98252296	10.42122948	15.11612045	15.38963391	15.05342879
Sars	ENSMUSG00000068739.13	chr3	0.450662471	1.367	8.034412875	6.40E-11	1.85E-09	42.07878612	42.79369157	43.79641981	56.89482969	60.73748985	59.59527559
Fkbp5	ENSMUSG00000024222.16	chr17	0.447598864	1.364	8.408206981	6.46E-11	1.87E-09	42.14081639	49.91849937	42.86930791	57.73240897	63.69165037	64.0210052
Ikbke	ENSMUSG00000042349.13	chr1	-0.826040529	0.564	2.798270378	6.49E-11	1.88E-09	1.093817154	0.851111442	0.968884597	0.569974184	0.471826817	0.620151156
Wrnip1	ENSMUSG00000021400.6	chr13	-0.535773762	0.69	5.05885605	6.53E-11	1.89E-09	15.73451614	13.6985367	15.2566408	10.02513532	10.57055666	10.48110505
Mfap4	ENSMUSG00000042436.12	chr11	-2.585712028	0.167	-0.371500281	6.56E-11	1.90E-09	0.582571378	0.690588707	0.554389565	0.083572242	0.130223855	0.081581537
Ccdc138	ENSMUSG00000038010.8	chr10	1.0691947	2.098	1.925977868	6.57E-11	1.90E-09	1.140516617	1.020771453	0.74513059	1.695898866	2.182703941	2.257503076
Fkbp7	ENSMUSG00000002732.14	chr2	-0.551801657	0.682	4.821939786	6.59E-11	1.90E-09	22.83567716	21.41263749	23.28395105	16.36905404	15.40506988	14.67687555
Fam149a	ENSMUSG00000070044.15	chr8	-0.564856622	0.676	4.642073165	6.88E-11	1.98E-09	5.713405927	4.623326538	4.58141428	3.408196005	3.362986215	3.397239345
Cyp4f17	ENSMUSG00000091586.1	chr17	-0.710745136	0.611	3.409776584	6.94E-11	2.00E-09	8.093929137	6.681040932	8.339256849	4.712197599	4.937799362	4.599952222
Tcta	ENSMUSG00000039461.12	chr9	-0.486253873	0.714	6.099210392	6.98E-11	2.01E-09	43.57201637	42.82662814	43.59540973	30.58707693	32.40972757	30.51253042
Rab6b	ENSMUSG00000032549.7	chr9	-0.543772991	0.686	4.920079346	7.00E-11	2.01E-09	7.291507947	6.997139574	7.010388829	4.852937618	4.895360865	4.976284559
